"invoice_no","stock_code","quantity","unit_price","revenue"
"536464","21816",2,1.45,2.90
"536464","21815",4,1.45,5.80
"536464","21814",2,1.45,2.90
"536464","10125",2,0.85,1.70
"536464","22810",1,2.95,2.95
"536464","22573",1,0.85,0.85
"536464","22577",1,0.85,0.85
"536464","22603",2,0.85,1.70
"536464","22809",1,2.95,2.95
"536464","20878",1,1.25,1.25
"536464","20866",1,1.25,1.25
"536464","85095",1,1.95,1.95
"536464","22333",1,1.65,1.65
"536464","22557",1,1.65,1.65
"536464","21584",1,1.65,1.65
"536464","22866",1,2.1,2.1
"536464","22731",2,1.25,2.50
"536464","22866",1,2.1,2.1
"536464","22866",3,2.1,6.3
"536464","22558",2,1.49,2.98
"536464","22956",1,2.1,2.1
"536464","22945",6,0.85,5.10
"536464","22582",1,2.55,2.55
"536464","21212",1,0.55,0.55
"536464","21212",2,0.55,1.10
"536464","22585",3,1.25,3.75
"536464","21121",1,1.25,1.25
"536464","21122",1,1.25,1.25
"536464","22759",1,1.65,1.65
"536464","21815",1,1.45,1.45
"536464","85231B",3,0.85,2.55
"536464","85231G",5,0.85,4.25
"536464","22082",5,1.65,8.25
"536464","22500",2,4.95,9.90
"536464","22742",1,2.95,2.95
"536464","21329",1,1.65,1.65
"536464","21328",1,1.65,1.65
"536464","21327",1,1.65,1.65
"536464","21992",1,2.95,2.95
"536464","21738",1,2.95,2.95
"536464","48173C",1,7.95,7.95
"536464","85099C",1,1.95,1.95
"536464","22960",1,4.25,4.25
"536464","85231G",1,0.85,0.85
"536464","85231B",2,0.85,1.70
"536464","22866",1,2.1,2.1
"536464","72818",1,0.85,0.85
"536464","21814",8,1.45,11.60
"536464","22441",1,2.1,2.1
"536464","22312",1,2.95,2.95
"536464","22197",6,0.85,5.10
"536464","22663",1,1.95,1.95
"536466","22960",6,4.25,25.50
"536466","22961",12,1.45,17.40
"536477","21314",48,1.85,88.80
"536477","84029E",24,3.39,81.36
"536477","21137",480,3.39,1627.20
"536477","22041",48,2.1,100.8
"536477","20979",16,1.25,20.00
"536477","20977",16,1.25,20.00
"536477","22619",4,3.75,15.00
"536477","22571",96,0.72,69.12
"536477","22595",144,0.72,103.68
"536477","22593",144,0.72,103.68
"536477","22633",12,2.1,25.2
"536477","22632",12,2.1,25.2
"536477","22423",16,10.95,175.20
"536477","22411",10,1.95,19.50
"536488","22738",5,1.65,8.25
"536488","21621",1,8.5,8.5
"536488","22960",8,4.25,34.00
"536488","22082",5,1.65,8.25
"536488","47563A",1,3.75,3.75
"536488","84558A",1,2.95,2.95
"536488","21592",1,1.25,1.25
"536488","20878",2,1.25,2.50
"536488","84347",1,2.55,2.55
"536488","84347",1,2.55,2.55
"536488","21577",1,2.25,2.25
"536488","22909",1,0.85,0.85
"536488","22087",1,2.95,2.95
"536488","22651",2,0.85,1.70
"536488","22713",12,0.42,5.04
"536488","22910",1,2.95,2.95
"536488","21370",2,6.35,12.70
"536488","21367",1,2.55,2.55
"536488","22376",1,4.25,4.25
"536488","22961",1,1.45,1.45
"536488","21895",1,4.25,4.25
"536488","22468",1,6.75,6.75
"536488","21034",1,0.95,0.95
"536488","22372",1,4.25,4.25
"536488","22867",1,2.1,2.1
"536488","22144",1,2.1,2.1
"536488","21190",1,1.65,1.65
"536488","21894",3,1.25,3.75
"536488","70007",3,1.65,4.95
"536488","22940",1,4.25,4.25
"536488","70007",1,1.65,1.65
"536488","84347",3,2.55,7.65
"536488","22150",1,1.95,1.95
"536488","22149",2,2.1,4.2
"536488","22144",2,2.1,4.2
"536500","21622",10,4.95,49.50
"536500","46000M",10,1.55,15.50
"536500","22630",2,1.95,3.90
"536500","22616",12,0.29,3.48
"536500","22712",12,0.42,5.04
"536500","22983",12,0.42,5.04
"536500","22024",12,0.42,5.04
"536500","22113",3,3.75,11.25
"536500","84029E",2,3.75,7.50
"536500","21488",2,3.95,7.90
"536500","22900",7,2.95,20.65
"536500","22895",3,2.95,8.85
"536500","21035",3,2.95,8.85
"536500","21755",6,5.95,35.70
"536500","21754",6,5.95,35.70
"536502","84879",16,1.69,27.04
"536502","22784",3,4.95,14.85
"536502","21441",12,0.85,10.20
"536502","85123A",6,2.95,17.70
"536502","22423",2,12.75,25.50
"536508","84947",72,1.06,76.32
"536508","21326",144,0.55,79.20
"C536506","22960",-6,4.25,-25.50
"536514","22865",36,2.1,75.6
"536514","22485",4,12.75,51.00
"536514","22807",6,2.95,17.70
"536514","22633",36,2.1,75.6
"536514","22866",36,2.1,75.6
"536520","21794",1,6.75,6.75
"536520","20707",1,1.25,1.25
"536520","21175",1,2.1,2.1
"536520","22926",1,5.95,5.95
"536520","22588",2,2.55,5.10
"536520","21292",16,0.85,13.60
"536520","21890",1,2.95,2.95
"536520","22632",4,2.1,8.4
"536520","22633",3,2.1,6.3
"536520","22670",1,1.25,1.25
"536520","21867",1,1.25,1.25
"536520","22760",1,12.75,12.75
"536520","22107",2,3.75,7.50
"536520","22470",1,2.95,2.95
"536520","21486",1,3.75,3.75
"536520","22151",14,0.42,5.88
"536520","22643",4,2.55,10.20
"536520","22642",4,2.55,10.20
"536520","22604",3,2.55,7.65
"536520","22099",2,1.25,2.50
"536520","22553",1,1.65,1.65
"536520","22551",1,1.65,1.65
"536520","22653",1,1.95,1.95
"536520","22557",2,1.65,3.30
"536520","22906",6,1.65,9.90
"536520","22754",1,0.85,0.85
"536520","22938",5,1.95,9.75
"536520","22812",3,1.95,5.85
"536520","22919",2,0.65,1.30
"536520","22917",1,0.65,0.65
"536520","22920",3,0.65,1.95
"536520","22921",2,0.65,1.30
"536520","22918",2,0.65,1.30
"536520","22916",1,0.65,0.65
"536520","85123A",3,2.95,8.85
"536520","22575",1,1.95,1.95
"536520","21804",3,3.75,11.25
"536520","21584",12,1.65,19.80
"536520","21588",3,2.55,7.65
"536520","22152",12,0.42,5.04
"536520","22441",1,2.1,2.1
"536520","22955",2,2.1,4.2
"536520","22956",2,2.1,4.2
"536520","22582",2,2.55,5.10
"536520","22583",3,2.55,7.65
"536520","22241",2,1.25,2.50
"536520","22904",3,2.95,8.85
"536520","22905",2,2.95,5.90
"536520","22197",3,0.85,2.55
"536520","22092",1,1.25,1.25
"536520","22469",1,1.65,1.65
"536520","22100",1,1.25,1.25
"536520","22096",1,1.25,1.25
"536520","22583",1,2.55,2.55
"536520","21358",2,1.25,2.50
"536520","21123",1,1.25,1.25
"536520","21124",1,1.25,1.25
"536520","21122",1,1.25,1.25
"536520","84378",1,1.25,1.25
"536520","21985",12,0.29,3.48
"536520","21427",2,2.1,4.2
"536520","21034",2,0.95,1.90
"536520","21930",1,1.95,1.95
"536520","20772",1,2.55,2.55
"536520","22469",2,1.65,3.30
"536520","71406C",12,0.42,5.04
"536520","84985A",1,1.45,1.45
"536520","20754",1,2.1,2.1
"536520","84596E",1,1.25,1.25
"536520","21111",1,2.95,2.95
"536520","22501",1,9.95,9.95
"536521","22854",1,4.95,4.95
"536522","84997D",1,3.75,3.75
"536522","47599A",1,2.1,2.1
"536522","47599B",1,2.1,2.1
"536522","22749",1,3.75,3.75
"536522","20972",1,1.25,1.25
"536522","22569",1,3.75,3.75
"536522","21041",1,2.95,2.95
"536522","21664",2,3.75,7.50
"536522","84969",1,4.25,4.25
"536522","22907",1,0.85,0.85
"536522","22865",2,2.1,4.2
"536522","22866",1,2.1,2.1
"536522","22632",2,2.1,4.2
"536522","22776",1,9.95,9.95
"536522","22338",2,0.65,1.30
"536522","21810",2,1.25,2.50
"536522","22449",1,3.35,3.35
"536522","21197",1,1.65,1.65
"536522","85231G",1,0.85,0.85
"536522","21121",1,1.25,1.25
"536522","22151",2,0.42,0.84
"536522","84836",2,1.25,2.50
"536522","21326",12,0.65,7.80
"536522","85035B",1,4.25,4.25
"536522","84968C",1,12.75,12.75
"536522","85231B",1,0.85,0.85
"536522","22739",5,1.65,8.25
"536522","37370",2,1.25,2.50
"536522","22941",1,8.5,8.5
"536522","21098",2,1.25,2.50
"536522","22151",1,0.42,0.42
"536522","84836",1,1.25,1.25
"536522","20914",1,2.95,2.95
"536522","22749",2,3.75,7.50
"536522","21190",1,1.65,1.65
"536522","84997C",1,3.75,3.75
"536522","21810",1,1.25,1.25
"536522","21192",3,1.65,4.95
"536522","85014A",1,5.95,5.95
"536522","21124",2,1.25,2.50
"536522","72800B",2,2.55,5.10
"536522","84563A",1,5.95,5.95
"536522","22107",2,3.75,7.50
"536522","47504H",1,1.95,1.95
"536522","21121",1,1.25,1.25
"536522","21122",1,1.25,1.25
"536522","21742",1,5.95,5.95
"536522","22566",1,0.85,0.85
"536522","21664",1,3.75,3.75
"536522","22632",1,2.1,2.1
"536522","21122",1,1.25,1.25
"536522","22481",3,1.25,3.75
"536522","85099B",1,1.95,1.95
"536522","21931",1,1.95,1.95
"536523","22943",6,4.95,29.70
"536523","22468",2,6.75,13.50
"536523","22149",6,2.1,12.6
"536523","21485",3,4.95,14.85
"536523","21259",2,5.95,11.90
"536523","22969",12,1.45,17.40
"536523","22699",6,2.95,17.70
"536523","22217",12,1.25,15.00
"536523","22227",24,0.65,15.60
"536523","22219",12,0.85,10.20
"536523","22111",3,4.95,14.85
"536523","22294",24,1.25,30.00
"536524","21111",6,2.95,17.70
"536524","21106",6,2.95,17.70
"536524","21107",6,2.95,17.70
"536524","22697",6,2.95,17.70
"536525","21826",2,1.25,2.50
"536525","21791",1,1.25,1.25
"536525","22548",1,1.25,1.25
"536525","22149",1,2.1,2.1
"536525","17164B",2,0.42,0.84
"536525","22423",2,12.75,25.50
"536525","22429",1,4.25,4.25
"536525","22428",1,6.95,6.95
"536525","20974",3,0.65,1.95
"536525","20973",2,0.65,1.30
"536525","15044B",1,2.95,2.95
"536525","21324",2,2.95,5.90
"536525","20750",10,7.95,79.50
"536526","21135",16,1.69,27.04
"536526","22173",16,2.95,47.20
"536526","22626",2,8.5,17.0
"536526","22625",6,8.5,51.0
"536526","22624",6,8.5,51.0
"536526","21929",20,1.95,39.00
"536526","85099B",10,1.95,19.50
"536526","22411",10,1.95,19.50
"536526","22113",8,3.75,30.00
"536527","22809",6,2.95,17.70
"536527","84347",6,2.55,15.30
"536527","84945",12,0.85,10.20
"536527","22242",12,1.65,19.80
"536527","22244",12,1.95,23.40
"536527","22243",12,1.65,19.80
"536527","47421",24,0.42,10.08
"536527","20712",10,1.95,19.50
"536527","20713",10,1.95,19.50
"536527","22837",4,4.65,18.60
"536527","22969",12,1.45,17.40
"536527","22973",12,1.65,19.80
"536527","84569B",12,1.25,15.00
"536527","22549",12,1.45,17.40
"536527","POST",1,18,18
"536528","22815",12,0.42,5.04
"536528","22865",1,2.1,2.1
"536528","22585",6,1.25,7.50
"536528","21587",1,2.55,2.55
"536528","84985A",1,1.45,1.45
"536528","85114B",1,1.65,1.65
"536528","22813",3,1.95,5.85
"536528","22128",6,1.25,7.50
"536528","22839",1,14.95,14.95
"536528","22584",2,2.55,5.10
"536528","22130",12,0.85,10.20
"536528","22938",3,1.95,5.85
"536528","22411",1,1.95,1.95
"536528","21731",2,1.65,3.30
"536528","22616",1,0.29,0.29
"536528","22454",1,2.95,2.95
"536528","22865",1,2.1,2.1
"536528","21992",1,2.95,2.95
"536528","22326",4,2.95,11.80
"536528","22082",1,1.65,1.65
"536528","85049E",1,1.25,1.25
"536528","22077",2,1.65,3.30
"536528","85049A",1,1.25,1.25
"536528","22865",2,2.1,4.2
"536528","22867",3,2.1,6.3
"536528","22910",3,2.95,8.85
"536528","22963",2,0.85,1.70
"536528","22960",1,4.25,4.25
"536528","85114C",1,1.65,1.65
"536528","85114B",1,1.65,1.65
"536528","22974",2,1.65,3.30
"536528","22423",1,12.75,12.75
"536528","21452",2,2.95,5.90
"536528","22938",1,1.95,1.95
"536528","22812",3,1.95,5.85
"536528","22584",2,2.55,5.10
"536528","22744",2,2.95,5.90
"536528","22743",1,2.95,2.95
"536528","22911",1,2.95,2.95
"536528","22585",5,1.25,6.25
"536528","22900",1,2.95,2.95
"536528","22911",1,2.95,2.95
"536528","22743",1,2.95,2.95
"536528","22744",2,2.95,5.90
"536528","22961",1,1.45,1.45
"536528","22411",1,1.95,1.95
"536528","22454",2,2.95,5.90
"536528","22453",1,2.95,2.95
"536528","84985A",1,1.45,1.45
"536528","22445",4,2.95,11.80
"536528","22568",3,3.75,11.25
"536528","22570",1,3.75,3.75
"536528","22607",1,9.95,9.95
"536528","22635",1,9.95,9.95
"536528","22634",1,9.95,9.95
"536528","22839",1,14.95,14.95
"536528","22968",3,9.95,29.85
"536529","22222",3,4.95,14.85
"536529","22947",2,16.95,33.90
"536529","21743",6,2.95,17.70
"536529","22187",4,4.25,17.00
"536529","22164",6,2.95,17.70
"536529","72598",12,0.85,10.20
"536529","21258",1,12.75,12.75
"536529","22627",2,8.5,17.0
"536529","22487",2,9.95,19.90
"536530","22360",2,2.95,5.90
"536530","22364",1,2.95,2.95
"536530","21657",1,6.95,6.95
"536530","22699",4,2.95,11.80
"536530","21071",24,1.25,30.00
"536530","22941",1,8.5,8.5
"536530","22120",1,9.95,9.95
"536530","22423",1,12.75,12.75
"536530","21038",1,2.95,2.95
"536530","21625",1,6.95,6.95
"536530","22783",1,19.95,19.95
"536530","22097",1,1.25,1.25
"536530","82552",1,1.45,1.45
"536530","21179",1,1.25,1.25
"536530","22185",4,1.65,6.60
"536530","22097",1,1.25,1.25
"536530","21662",1,5.95,5.95
"536530","85104",8,2.95,23.60
"536530","21654",6,1.45,8.70
"536530","21658",1,3.95,3.95
"536530","21664",2,3.75,7.50
"536530","22943",2,4.95,9.90
"536530","22411",6,1.95,11.70
"536531","21519",24,0.42,10.08
"536531","22819",24,0.42,10.08
"536531","21506",24,0.42,10.08
"536531","22704",25,0.42,10.50
"536531","21498",25,0.42,10.50
"536531","15056N",12,5.95,71.40
"536531","15056BL",12,5.95,71.40
"536531","20679",12,5.95,71.40
"536531","22049",25,0.42,10.50
"536531","21498",25,0.42,10.50
"536531","21497",25,0.42,10.50
"536531","21333",12,2.95,35.40
"536531","22727",9,3.75,33.75
"536531","22726",9,3.75,33.75
"536531","22730",9,3.75,33.75
"536531","22086",80,2.55,204.00
"536531","22910",40,2.55,102.00
"536531","22194",2,8.5,17.0
"536531","22192",4,8.5,34.0
"536531","22193",4,8.5,34.0
"536531","22191",4,8.5,34.0
"536531","22688",4,7.95,31.80
"536531","22768",6,9.95,59.70
"536532","84692",50,0.42,21.00
"536532","22444",96,1.06,101.76
"536532","22899",8,2.1,16.8
"536532","21156",8,1.95,15.60
"536532","22556",24,1.65,39.60
"536532","22555",36,1.65,59.40
"536532","22554",24,1.65,39.60
"536532","22553",24,1.65,39.60
"536532","22551",24,1.65,39.60
"536532","22547",24,0.42,10.08
"536532","22544",24,0.42,10.08
"536532","22543",24,0.42,10.08
"536532","22540",24,0.42,10.08
"536532","22539",24,0.42,10.08
"536532","22534",24,0.42,10.08
"536532","22530",24,0.42,10.08
"536532","22531",24,0.42,10.08
"536532","22561",24,1.65,39.60
"536532","22489",24,0.42,10.08
"536532","22814",12,0.42,5.04
"536532","21520",12,0.42,5.04
"536532","21506",12,0.42,5.04
"536532","22716",12,0.42,5.04
"536532","22866",12,2.1,25.2
"536532","22632",12,2.1,25.2
"536532","22865",12,2.1,25.2
"536532","22114",8,3.95,31.60
"536532","21982",48,0.29,13.92
"536532","21981",48,0.29,13.92
"536532","21967",48,0.29,13.92
"536532","22092",12,1.25,15.00
"536532","21983",48,0.29,13.92
"536532","22615",48,0.29,13.92
"536532","21980",48,0.29,13.92
"536532","22614",48,0.29,13.92
"536532","22095",12,1.25,15.00
"536532","22094",12,1.25,15.00
"536532","21984",48,0.29,13.92
"536532","22557",36,1.65,59.40
"536532","21786",24,0.42,10.08
"536532","21080",36,0.85,30.60
"536532","22963",12,0.85,10.20
"536532","22962",12,0.85,10.20
"536532","22961",24,1.45,34.80
"536532","84375",24,2.1,50.4
"536532","22966",24,1.25,30.00
"536532","21874",24,1.25,30.00
"536532","21873",24,1.25,30.00
"536532","21870",24,1.25,30.00
"536532","22956",12,2.1,25.2
"536532","84050",72,1.25,90.00
"536532","84991",24,0.55,13.20
"536532","84992",24,0.55,13.20
"536532","21213",24,0.55,13.20
"536532","21977",24,0.55,13.20
"536532","21212",24,0.55,13.20
"536532","22198",48,1.65,79.20
"536532","22197",72,0.85,61.20
"536532","22315",12,1.25,15.00
"536532","22667",12,2.95,35.40
"536532","22666",12,2.95,35.40
"536532","22665",12,2.95,35.40
"536532","22558",24,1.49,35.76
"536532","22567",24,1.25,30.00
"536532","85150",12,2.55,30.60
"536532","21166",12,1.95,23.40
"536532","85152",24,2.1,50.4
"536532","82600",24,2.1,50.4
"536532","21733",6,2.95,17.70
"536532","20685",2,7.95,15.90
"536532","22842",6,6.75,40.50
"536532","22494",24,1.25,30.00
"536532","21260",12,3.25,39.00
"536533","20754",6,2.1,12.6
"536533","22740",48,0.85,40.80
"536533","22825",2,7.95,15.90
"536533","22680",20,1.25,25.00
"536533","22797",3,16.95,50.85
"536533","21843",1,10.95,10.95
"536534","22866",12,2.1,25.2
"536534","22834",12,2.1,25.2
"536534","22865",12,2.1,25.2
"536534","22867",12,2.1,25.2
"536534","22112",3,4.95,14.85
"536535","22943",3,4.95,14.85
"536535","22118",3,4.95,14.85
"536535","22121",3,5.95,17.85
"536535","22119",3,6.95,20.85
"536535","21485",3,4.95,14.85
"536535","22219",12,0.85,10.20
"536535","21523",2,7.95,15.90
"536535","48194",2,7.95,15.90
"536535","20685",2,7.95,15.90
"536535","21156",8,1.95,15.60
"536535","22418",24,0.85,20.40
"536535","22311",6,2.95,17.70
"536536","21485",3,4.95,14.85
"536536","84879",80,1.69,135.20
"536536","72817",12,1.25,15.00
"536537","22277",36,2.1,75.6
"536537","22333",8,1.65,13.20
"536537","20867",36,1.25,45.00
"536537","21688",12,2.95,35.40
"536537","21694",12,2.95,35.40
"536537","22183",6,6.75,40.50
"536537","22423",2,12.75,25.50
"536537","22798",8,2.95,23.60
"536537","22800",8,3.75,30.00
"536537","22801",8,3.75,30.00
"536537","22781",2,7.65,15.30
"536538","21466",1,3.75,3.75
"536538","21467",1,3.75,3.75
"536538","21471",1,3.75,3.75
"536538","21469",1,3.75,3.75
"536538","21523",1,7.95,7.95
"536538","48129",1,7.95,7.95
"536538","21524",1,7.95,7.95
"536538","22791",12,1.25,15.00
"536538","84949",6,1.65,9.90
"536538","22086",5,2.95,14.75
"536538","22910",5,2.95,14.75
"536538","22457",2,2.95,5.90
"536538","21690",4,3.75,15.00
"536538","22752",2,8.5,17.0
"536538","37343",6,1.65,9.90
"536538","22088",1,2.95,2.95
"536538","22195",5,1.65,8.25
"536538","22470",2,2.95,5.90
"536538","22469",8,1.65,13.20
"536538","22173",2,2.95,5.90
"536538","22584",2,2.55,5.10
"536538","22583",2,2.55,5.10
"536538","21143",3,1.95,5.85
"536538","84944",2,4.25,8.50
"536538","22601",10,0.85,8.50
"536538","22603",10,0.85,8.50
"536538","22600",10,0.85,8.50
"536538","22574",10,0.85,8.50
"536538","22573",10,0.85,8.50
"536538","85199L",10,0.65,6.50
"536538","85199S",10,0.42,4.20
"536539","22969",12,1.45,17.40
"536539","72741",18,1.45,26.10
"536539","37495",4,3.75,15.00
"536539","22807",6,2.95,17.70
"536539","22171",2,8.5,17.0
"536539","82486",2,7.95,15.90
"536539","22173",8,2.95,23.60
"536539","85067",1,18.95,18.95
"536539","48184",2,7.95,15.90
"536539","48138",2,7.95,15.90
"536539","48129",2,7.95,15.90
"536539","21625",3,6.95,20.85
"536539","22326",6,2.95,17.70
"536539","22423",2,12.75,25.50
"536539","21743",6,2.95,17.70
"536539","22557",12,1.65,19.80
"536539","22554",12,1.65,19.80
"536539","85019A",4,4.25,17.00
"536539","85019C",3,4.25,12.75
"536539","20902",2,6.35,12.70
"536539","21429",8,1.65,13.20
"536539","22867",12,2.1,25.2
"536539","22632",12,2.1,25.2
"536539","84030E",4,4.25,17.00
"536539","22114",4,3.95,15.80
"536539","21481",6,2.95,17.70
"536539","22379",5,2.1,10.5
"536540","22968",4,9.95,39.80
"536540","85071A",6,2.95,17.70
"536540","85071C",6,2.55,15.30
"536540","22355",50,0.85,42.50
"536540","21579",6,2.25,13.50
"536540","21576",6,2.25,13.50
"536540","22147",12,1.45,17.40
"536540","22150",12,1.95,23.40
"536540","22492",36,0.65,23.40
"536540","22493",24,1.65,39.60
"536540","21833",12,1.69,20.28
"536540","85135B",2,7.95,15.90
"536540","85136A",2,7.95,15.90
"536540","85136C",2,7.95,15.90
"536540","21055",4,8.95,35.80
"536540","21056",4,8.95,35.80
"536540","21889",24,1.25,30.00
"536540","21891",12,1.25,15.00
"536540","22622",6,9.95,59.70
"536540","C2",1,50,50
"536541","21915",12,1.25,15.00
"536542","22382",10,1.65,16.50
"536542","20727",10,1.65,16.50
"536542","22383",20,1.65,33.00
"536542","22386",30,1.95,58.50
"536542","85099B",40,1.95,78.00
"536542","22379",20,2.1,42.0
"536542","20712",20,1.95,39.00
"536542","85099F",30,1.95,58.50
"536542","85099C",20,1.95,39.00
"536542","21930",20,1.95,39.00
"536542","21928",20,1.95,39.00
"536542","22411",30,1.95,58.50
"536542","21931",40,1.95,78.00
"536542","20711",20,1.95,39.00
"536542","20713",30,1.95,58.50
"536542","85123A",32,2.95,94.40
"C536543","22632",-1,2.1,-2.1
"C536543","22355",-2,0.85,-1.70
"C536548","22244",-4,1.95,-7.80
"C536548","22242",-5,1.65,-8.25
"C536548","20914",-1,2.95,-2.95
"C536548","22892",-7,1.25,-8.75
"C536548","22654",-1,5.95,-5.95
"C536548","22767",-2,9.95,-19.90
"C536548","22333",-1,1.65,-1.65
"C536548","22245",-2,0.85,-1.70
"C536548","22077",-6,1.65,-9.90
"C536548","22631",-1,1.95,-1.95
"C536548","22168",-2,8.5,-17.0
"C536548","21218",-3,3.75,-11.25
"C536548","20957",-1,1.45,-1.45
